[HEADER]
Insulated box
Parallel heaters, 1x 5W, 1x 10W
K_p=2.5
K_i=5e-4

[DATA]
time	temperature	humidity	heater power
[s]	[±0.5 °C]	[±3 pct]	[±0.05 W]
266.5	30.89	50.9	5.308
267.6	30.91	50.9	5.304
268.5	30.93	50.9	5.304
269.6	30.95	50.9	5.304
270.6	30.97	50.9	5.304
271.6	30.99	51.0	5.304
272.6	31.01	51.0	5.308
273.6	31.03	50.9	5.308
274.6	31.05	50.9	5.304
275.6	31.07	50.9	5.308
276.6	31.08	50.9	5.308
277.6	31.11	51.0	5.304
278.6	31.12	51.0	5.308
279.6	31.14	50.9	5.304
280.6	31.16	50.9	5.304
281.6	31.18	50.9	5.304
282.6	31.19	50.9	5.308
283.6	31.21	51.0	5.308
284.6	31.23	51.0	5.304
285.6	31.25	51.0	5.304
286.6	31.27	51.0	5.308
287.6	31.29	51.0	5.308
288.6	31.30	51.0	5.308
289.6	31.32	51.0	5.308
290.6	31.34	51.0	5.308
291.6	31.36	51.0	5.304
292.6	31.38	51.0	5.308
293.6	31.39	51.0	5.308
294.6	31.41	51.0	5.308
295.6	31.43	51.1	5.304
296.6	31.45	51.1	5.308
297.6	31.46	51.0	5.308
298.6	31.48	51.0	5.308
299.6	31.50	51.0	5.308
300.6	31.51	51.0	5.308
301.6	31.53	51.0	5.304
302.6	31.54	51.0	5.304
303.6	31.56	51.0	5.308
304.6	31.57	51.0	5.308
305.6	31.59	51.0	5.308
305.9	31.59	51.0	5.304
306.9	31.61	51.0	5.304
307.9	31.62	51.0	5.304
308.9	31.64	51.0	5.308
309.9	31.65	51.1	5.308
310.9	31.67	51.1	5.308
311.9	31.69	51.1	5.304
312.9	31.70	51.1	5.304
313.9	31.72	51.0	5.308
314.9	31.73	51.0	5.308
315.9	31.75	51.0	5.308
316.9	31.76	51.0	5.304
317.9	31.77	51.1	5.308
318.9	31.79	51.1	5.304
319.9	31.81	51.1	5.308
320.9	31.82	51.1	5.308
321.9	31.84	51.1	5.308
322.9	31.86	51.1	5.304
323.9	31.88	51.1	5.308
324.9	31.89	51.1	5.304
325.9	31.91	51.1	5.304
326.9	31.92	51.1	5.308
327.9	31.94	51.2	5.308
328.9	31.96	51.2	5.304
329.9	31.98	51.2	5.304
330.9	31.99	51.2	5.304
331.9	32.01	51.1	5.308
332.9	32.02	51.1	5.304
333.9	32.04	51.2	5.304
334.9	32.06	51.2	5.308
335.9	32.08	51.2	5.304
336.9	32.09	51.2	5.308
337.9	32.11	51.1	5.304
338.9	32.12	51.1	5.304
339.9	32.14	51.1	5.308
340.9	32.15	51.1	5.308
341.9	32.17	51.2	5.304
342.9	32.18	51.2	5.304
343.9	32.20	51.2	5.304
344.9	32.21	51.2	5.304
345.9	32.23	51.2	5.308
346.9	32.25	51.2	5.304
347.9	32.27	51.2	5.308
348.9	32.29	51.2	5.304
349.9	32.30	51.2	5.308
350.9	32.32	51.2	5.304
351.9	32.33	51.2	5.304
352.9	32.34	51.2	5.304
353.9	32.36	51.1	5.308
354.9	32.37	51.1	5.308
355.9	32.39	51.2	5.304
356.9	32.40	51.2	5.308
357.9	32.42	51.2	5.308
358.9	32.43	51.2	5.308
359.9	32.44	51.2	5.304
360.9	32.46	51.2	5.304
361.9	32.47	51.2	5.308
362.9	32.49	51.2	5.308
363.9	32.51	51.2	5.308
364.9	32.52	51.2	5.308
365.9	32.53	51.2	5.304
366.9	32.55	51.2	5.308
367.9	32.56	51.2	5.304
368.9	32.57	51.2	5.304
369.9	32.59	51.2	5.304
370.9	32.60	51.2	5.304
371.9	32.62	51.2	5.308
372.9	32.63	51.2	5.304
373.9	32.65	51.3	5.304
374.9	32.67	51.3	5.308
375.9	32.69	51.3	5.304
376.9	32.70	51.3	5.308
377.9	32.72	51.2	5.304
378.9	32.73	51.2	5.308
379.9	32.74	51.2	5.304
380.9	32.76	51.2	5.304
381.9	32.77	51.3	5.304
382.9	32.79	51.3	5.308
383.9	32.81	51.3	5.304
384.9	32.82	51.3	5.304
385.9	32.83	51.3	5.279
386.9	32.85	51.3	5.242
387.9	32.86	51.2	5.212
388.9	32.87	51.2	5.192
389.9	32.89	51.3	5.167
390.9	32.90	51.3	5.137
391.9	32.92	51.3	5.096
392.9	32.93	51.3	5.072
393.9	32.95	51.3	5.047
394.9	32.96	51.3	5.018
395.9	32.97	51.3	4.994
396.9	32.98	51.3	4.969
397.9	33.00	51.3	4.949
398.9	33.01	51.3	4.909
399.9	33.03	51.3	4.884
400.9	33.04	51.3	4.856
401.9	33.05	51.3	4.820
402.9	33.07	51.3	4.796
403.9	33.08	51.4	4.772
404.9	33.10	51.4	4.744
405.9	33.11	51.4	4.705
406.9	33.13	51.4	4.681
407.9	33.14	51.3	4.653
408.9	33.16	51.3	4.630
409.9	33.17	51.3	4.606
410.9	33.18	51.3	4.583
411.9	33.20	51.4	4.559
412.9	33.21	51.4	4.521
413.9	33.23	51.3	4.497
414.9	33.24	51.3	4.463
415.9	33.25	51.3	4.436
416.9	33.26	51.3	4.413
417.9	33.28	51.3	4.390
418.9	33.29	51.3	4.367
419.9	33.30	51.3	4.348
420.9	33.31	51.3	4.325
421.9	33.32	51.4	4.306
422.9	33.34	51.4	4.284
423.9	33.35	51.3	4.257
424.9	33.36	51.3	4.234
425.9	33.37	51.3	4.212
426.9	33.38	51.3	4.189
427.9	33.40	51.4	4.171
428.9	33.42	51.4	4.134
429.9	33.42	51.3	4.108
430.9	33.43	51.3	4.090
431.9	33.45	51.3	4.082
432.9	33.46	51.3	4.049
433.9	33.47	51.3	4.027
434.9	33.48	51.3	4.005
